UserID,Age,TasteDNA_Fruity,TasteDNA_Dessert,TasteDNA_Menthol,NicotineStrength
75,59,0.8144486338923671,0.25730209428737627,0.7246922443142692,43.4
76,35,0.37521795702433447,0.874545942671952,0.4320215008779916,10.0
77,25,0.022016710627048575,0.5925820047998737,0.8061275233432308,2.9
78,57,0.21688989103252765,0.1393493362589524,0.9857141882655127,47.3
79,48,0.587388606621935,0.034994689937591805,0.3215636053253097,42.7
80,55,0.8426023402226875,0.9554020560003806,0.04157146185821692,49.9
81,56,0.4241607366103728,0.7347457969848631,0.536389548179671,41.0
82,45,0.21819612604555283,0.6043237148319471,0.34973127235891155,15.3
83,38,0.21145081748004346,0.05709012177972783,0.6732516180355842,26.9
84,42,0.5554789810408725,0.0715167302051739,0.2925297549573903,10.0
85,32,0.4439643450220291,0.03695453482403521,0.05219289786116876,6.3
86,50,0.9761907782301459,0.3716380024553104,0.3591566839574808,17.5
87,58,0.6028826564109783,0.1409410698439726,0.6998958676129293,6.3
88,26,0.5567114139787165,0.4715416554776788,0.8587259375410844,26.1
89,43,0.6337899476824771,0.43052948305830085,0.8461274809704491,21.7
90,22,0.09505235295068382,0.7487747500150257,0.07110911338017634,35.5
91,28,0.18178276779379965,0.3210595393546395,0.5062399036363201,23.0
92,39,0.985499119579226,0.8283715223147651,0.9829062580428654,0.6
93,55,0.38987447929180585,0.3772302316382049,0.4546603749569431,43.5
94,28,0.5882087813191732,0.34325272909658033,0.26312905730800484,26.5
95,57,0.5799864261379343,0.8117740462258077,0.6080495531436246,24.2
96,59,0.995364720670379,0.772716983665644,0.8612568161926939,48.0
97,26,0.10750876549735688,0.9217307332792781,0.4880220013917891,0.8
98,55,0.009899152766058683,0.119219800271953,0.4823642082685575,37.2
99,43,0.7696163709157924,0.19648689694471133,0.24461038499004784,17.4
100,59,0.8975031313311337,0.8814359132527445,0.270014491082206,18.1
101,27,0.30139481359881826,0.07027346513891075,0.14953194423443283,34.0
102,23,0.6869248333593667,0.3316336664162871,0.7468425058729145,3.6
103,41,0.7636275054975935,0.7070046069557462,0.13754563143902654,9.3
104,53,0.7848605323654891,0.7774138160923081,0.19277493621863917,24.6
105,47,0.15613864394065646,0.9882099746630778,0.786721634860631,43.7
106,40,0.30145168745308026,0.47738255233262383,0.05749363872276281,15.1
107,20,0.4036419906389036,0.36813991922827194,0.6777390290750276,15.6
108,38,0.06714622976593088,0.1498338748851229,0.09962905694458091,45.4
109,25,0.27665128722244847,0.34345019184266157,0.8261222352054665,33.2
110,54,0.4540931283593077,0.848098877161304,0.2732456503083308,10.5
111,42,0.10381922177613478,0.5920687707012752,0.07103955845200272,33.1
112,24,0.5751252880369054,0.08834676557644716,0.8500132357521115,23.2
113,55,0.33766621024988475,0.08812120984893523,0.6607280532302858,15.8
114,27,0.6450268224652884,0.022479763391197727,0.21969734938115415,5.7
115,24,0.7685371997248132,0.22854786281282713,0.09561234451378364,2.3
116,58,0.02559523304606337,0.9067592420613563,0.7303294628535779,0.0
117,40,0.8478911250891992,0.0539794251156589,0.8046857758200437,29.0
118,21,0.12474884491318017,0.03819214647176905,0.17700907351271356,29.5
119,23,0.818778681605082,0.7102917421170707,0.29333070117876214,4.2
120,24,0.7044339220479165,0.65899171065667,0.7051863839093286,37.1
121,34,0.5129045490258904,0.10140211418390821,0.7837901493454403,4.2
122,36,0.57747535852676,0.14306200464746133,0.9549522989459525,27.3
123,46,0.31128838567751005,0.23928397606203622,0.19221634734426785,12.6
124,37,0.8823037350980517,0.2837291503336242,0.5372493163677948,4.7
125,45,0.003982086792391315,0.36475010219032633,0.3953203459551413,2.6
126,18,0.8570485350753685,0.23228522599290347,0.18518982634807757,39.8
127,41,0.007192809219710883,0.5408328144531379,0.5297739337164595,29.4
128,20,0.1730303313511775,0.5139630619398948,0.6929334672350437,44.0
129,26,0.9592894604661358,0.491668689227833,0.8402559478311723,10.9
130,50,0.7223436774198468,0.40002051764812907,0.4733511122963896,42.6
131,24,0.9916136711131923,0.2253535089056664,0.8258766592775906,43.6
132,56,0.44690352239872,0.2215027033308593,0.14768524724510113,47.2
133,50,0.9144593663039632,0.7683110216804697,0.10666174711803234,7.2
134,44,0.8836889235109704,0.9896710725383556,0.11178847170408435,13.1
135,55,0.6199391380386297,0.49573106233891906,0.9975876245187587,24.2
136,20,0.16928110835970933,0.30024910497690616,0.41160344612721467,18.3
137,20,0.10028910611355613,0.9309424645401917,0.8505921224052044,45.0
138,30,0.6335533107187666,0.2942353680153621,0.4916356292471924,6.9
139,29,0.6569339915387239,0.046397087837922846,0.15703211067835854,30.6
140,26,0.9842072548762383,0.801742439804234,0.14627690087023315,3.5
141,30,0.9739812962268733,0.43366070458783823,0.1067158529690092,22.8
142,47,0.7673442826023809,0.9495797990420488,0.034635474937332544,42.0
143,46,0.11591378884836712,0.48861835046009783,0.9942124030275621,17.4
144,29,0.017454331492952946,0.31353930434587407,0.01097801945563115,11.9
145,55,0.4339298137545522,0.6186458269770183,0.2825082449893528,42.0
146,41,0.7385720230720889,0.2527114874217068,0.031036135338019966,1.2
147,32,0.19650481723501645,0.19501669308592595,0.6711416560899361,19.9
148,24,0.391880307792027,0.806368635092426,0.32817239364640693,20.0
149,33,0.16719057847902974,0.4448623169502969,0.03391382884341776,26.6
150,51,0.6393540940331456,0.8891056905123563,0.8372637760300737,38.6
151,32,0.18395894991052897,0.07490737796751801,0.282811164992115,7.2
152,25,0.7150742436913421,0.45280169326610065,0.14857555916134535,14.8
153,38,0.8448977895751384,0.6309531836645557,0.4775160235464152,46.7
154,48,0.8309105031304324,0.0670663281277476,0.9831990309528303,0.2
155,38,0.9719494997196921,0.16873556311874227,0.6022058208684754,44.0
156,26,0.34929624266806836,0.6063604456394764,0.42150095578611335,49.6
157,48,0.5899005558780483,0.22005641045989854,0.6061071068790346,45.4
158,55,0.4882312642235913,0.16090125589563997,0.8255375872328798,4.6
159,46,0.529395449454254,0.5456661986161262,0.5668745066935277,15.3
160,36,0.9073173395506936,0.5865285001755512,0.09112658088167358,43.5
161,50,0.6142220996331217,0.26530546420629497,0.1391547668392138,17.5
162,49,0.4815520717341878,0.3055125637856777,0.39493117375999864,46.0
163,24,0.24786956475309496,0.040483502775543245,0.920675083359982,13.9
164,44,0.3023424050919442,0.5267203884279585,0.3128681748913944,15.4
165,52,0.29980269525391634,0.6934691136585767,0.5919050970117182,34.6
166,25,0.5613946319534298,0.07457568342801268,0.5832487024593817,3.6
167,25,0.906545806227068,0.41503410142327546,0.8741051433106845,38.6
168,52,0.03300386470991723,0.5947309709635525,0.39899396163688217,37.6
169,43,0.21741426457370883,0.9933676506849569,0.49418668030611335,14.5
170,38,0.6241191171439421,0.28069494973123355,0.41220278868069526,9.5
171,49,0.598973861524834,0.6936845037075577,0.469230886870431,27.3
172,33,0.2318623341702133,0.2955612917382483,0.9153638608109922,46.1
173,26,0.40979595166410465,0.8537834142488407,0.7395950798678909,12.6
174,52,0.6379016470084805,0.62267865982334,0.19513418070915411,23.9
175,27,0.45857973146726927,0.8541454284880605,0.9883270443141513,8.4
176,44,0.41111963206951174,0.70320978867908,0.03216400085628879,26.0
177,47,0.755939137929147,0.9803325713561687,0.18635659949172667,32.8
178,54,0.5174518255275341,0.705697091490914,0.5122878350029938,16.8
179,58,0.4625862783079344,0.5558476426372035,0.12676802549728927,40.7
180,30,0.7135970309154791,0.5220091663960155,0.7747043389692755,31.7
181,23,0.3321548827416214,0.8740775818221669,0.694084054900214,45.7
182,31,0.8924583405267102,0.22267557877340527,0.11441933649223579,29.0
183,41,0.7909605121097597,0.9332672686962994,0.4347046969227851,5.2
184,25,0.9922708714329476,0.04047439111841111,0.7119198906045138,32.9
185,35,0.14715261206742059,0.17563568527056783,0.81766393365349,15.0
186,24,0.6509298304960053,0.8285480058999556,0.22766041394364256,36.9
187,58,0.17856835371658986,0.5552395950537443,0.4778144545354077,12.2
188,31,0.662735045452115,0.027486157340243844,0.24500283916532972,22.3
189,45,0.30761022019400486,0.4252769793288731,0.9008539523869536,14.3
190,31,0.19800693044006756,0.061040406948116965,0.10656180178770136,24.1
191,58,0.15878991297851308,0.1577023083288026,0.13140005833654977,18.8
192,23,0.17206193759883592,0.8753543272047285,0.05383704106945986,35.0
193,51,0.11428073549429296,0.8881369362529687,0.9112589633130584,30.6
194,53,0.7263814194156822,0.7305308550744416,0.7971731745177824,21.0
195,19,0.6288967601305484,0.18907287404096573,0.6693206003279997,22.1
196,39,0.8664894090066507,0.6246838849793823,0.24910849064676377,48.1
197,55,0.04711848318194978,0.4544221518870345,0.4701180127269805,1.9
198,40,0.6814275674426814,0.5471252845567899,0.09220220202534701,29.4
199,31,0.8580012617061467,0.6664363175443759,0.19531095979017132,49.2
200,18,0.22041056222485755,0.8385879946766291,0.0018856469200253523,25.8
